-11.6454629345  -24.9436481083
-11.8486619502  -22.3613042141
-12.1122116272  -18.1389726238
-12.126053522  -17.3499846201
-10.8653337435  -17.2110119963
-9.4534604737  -16.6877883728
-7.64570901261  -17.1296216549
-4.42497693018  -17.1113503537
-3.35250692095  -17.0421408797
-0.937373115964  -14.3047677638
-0.597969855429  -13.8507536143
-1.02762227007  -12.7605659797
-1.54475545986  -12.0839741618
-0.455121501077  -11.1931098124
0.026022762227  -9.81833282067
0.00276837896032  -8.49283297447
-0.666071977853  -8.16893263611
-0.1395262996  -7.58203629652
-0.369301753307  -7.08483543525
-0.318363580437  -6.38831128883
-0.992740695171  -5.748815749
-0.849892340818  -4.89117194709
-0.294555521378  -4.14537065518
0.100215318364  -3.24730852046
-0.13675792064  -2.33983389726
-1.34487849892  -1.8769609351
-0.168317440787  -0.540941248847
-0.182713011381  2.07960627499
-0.725315287604  2.40793601969
-1.01931713319  2.96604121809
-2.00818209782  3.53134420178
-2.57625346047  3.51141187327
-3.39956936327  5.44041833282
-3.76111965549  6.24878498923
-4.95429098739  7.65955090741
-6.40602891418  7.60861273454
-6.94475545986  7.7160258382
-7.6468163642  8.13349738542
-8.31565672101  8.45739772378
-9.10132266995  8.24035681329
-9.79231005844  8.02663795755
-10.2308212858  7.82177791449
-12.2140879729  7.46797908336
-13.9936019686  8.1002768379
-15.3622885266  8.71541064288
-15.433159028  10.9550292218
-15.6369117195  13.5689326361
